(263, 34584, 34585)
(264, 17423, 17425)
(264, 8710, 8714)
(264, 5805, 5811)
(264, 4352, 4360)
(264, 2898, 2910)
(264, 2170, 2186)
(264, 1927, 1945)
(264, 1573, 1595)
(264, 1440, 1464)
(264, 1073, 1105)
(264, 950, 986)
(264, 770, 814)
(264, 702, 750)
(264, 495, 561)
(264, 448, 520)
(264, 352, 440)
(264, 315, 411)
(265, 35112, 35113)
(265, 7020, 7025)
(265, 1392, 1417)
(265, 636, 689)
(266, 17688, 17690)
(266, 2520, 2534)
(266, 912, 950)
(266, 312, 410)
(267, 35644, 35645)
(267, 11880, 11883)
(267, 3956, 3965)
(267, 356, 445)
(268, 17955, 17957)
(268, 8976, 8980)
(268, 4485, 4493)
(269, 36180, 36181)
(270, 18224, 18226)
(270, 6072, 6078)
(270, 3640, 3650)
(270, 2016, 2034)
(270, 1200, 1230)
(270, 704, 754)
(270, 648, 702)
(270, 360, 450)
(271, 36720, 36721)
(272, 18495, 18497)
(272, 9246, 9250)
(272, 4620, 4628)
(272, 2304, 2320)
(272, 1140, 1172)
(272, 1071, 1105)
(272, 546, 610)
(272, 510, 578)
(273, 37264, 37265)
(273, 12420, 12423)
(273, 5320, 5327)
(273, 4136, 4145)
(273, 2860, 2873)
(273, 1764, 1785)
(273, 936, 975)
(273, 736, 785)
(273, 560, 623)
(273, 364, 455)
(274, 18768, 18770)
(275, 37812, 37813)
(275, 7560, 7565)
(275, 3432, 3443)
(275, 1500, 1525)
(275, 660, 715)
(276, 19043, 19045)
(276, 9520, 9524)
(276, 6345, 6351)
(276, 4757, 4765)
(276, 3168, 3180)
(276, 2107, 2125)
(276, 1575, 1599)
(276, 1040, 1076)
(276, 805, 851)
(276, 493, 565)
(276, 368, 460)
(277, 38364, 38365)
(278, 19320, 19322)
(279, 38920, 38921)
(279, 12972, 12975)
(279, 4320, 4329)
(279, 1428, 1455)
(279, 1240, 1271)
(279, 440, 521)
(279, 372, 465)
(280, 19599, 19601)
(280, 9798, 9802)
(280, 4896, 4904)
(280, 3915, 3925)
(280, 2793, 2807)
(280, 2442, 2458)
(280, 1950, 1970)
(280, 1386, 1414)
(280, 1209, 1241)
(280, 960, 1000)
(280, 759, 809)
(280, 672, 728)
(280, 525, 595)
(280, 450, 530)
(280, 351, 449)
(280, 342, 442)
(280, 294, 406)
(281, 39480, 39481)
(282, 19880, 19882)
(282, 6624, 6630)
(282, 2200, 2218)
(282, 376, 470)
(283, 40044, 40045)
(284, 20163, 20165)
(284, 10080, 10084)
(284, 5037, 5045)
(285, 40612, 40613)
(285, 13536, 13539)
(285, 8120, 8125)
(285, 4508, 4517)
(285, 2700, 2715)
(285, 2128, 2147)
(285, 1612, 1637)
(285, 880, 925)
(285, 684, 741)
(285, 504, 579)
(285, 380, 475)
(286, 20448, 20450)
(286, 1848, 1870)
(286, 1560, 1586)
(287, 41184, 41185)
(287, 5880, 5887)
(287, 984, 1025)
(287, 816, 865)
(288, 20735, 20737)
(288, 10366, 10370)
(288, 6909, 6915)
(288, 5180, 5188)
(288, 3450, 3462)
(288, 2584, 2600)
(288, 2295, 2313)
(288, 1716, 1740)
(288, 1280, 1312)
(288, 1134, 1170)
(288, 840, 888)
(288, 741, 795)
(288, 616, 680)
(288, 540, 612)
(288, 384, 480)
(288, 330, 438)
(289, 41760, 41761)
(289, 2448, 2465)
(290, 21024, 21026)
(290, 4200, 4210)
(290, 816, 866)
(290, 696, 754)
(291, 42340, 42341)
(291, 14112, 14115)
(291, 4700, 4709)
(291, 388, 485)
(292, 21315, 21317)
(292, 10656, 10660)
(292, 5325, 5333)
(293, 42924, 42925)
(294, 21608, 21610)
(294, 7200, 7206)
(294, 3080, 3094)
(294, 2392, 2410)
(294, 1008, 1050)
(294, 392, 490)
(295, 43512, 43513)
(295, 8700, 8705)
(295, 1728, 1753)
(295, 708, 767)
(296, 21903, 21905)
(296, 10950, 10954)
(296, 5472, 5480)
(296, 2730, 2746)
(296, 1353, 1385)
(296, 555, 629)
(297, 44104, 44105)
(297, 14700, 14703)
(297, 4896, 4905)
(297, 4004, 4015)
(297, 1620, 1647)
(297, 1320, 1353)
(297, 504, 585)
(297, 396, 495)
(297, 304, 425)
(298, 22200, 22202)
(299, 44700, 44701)
(299, 3432, 3445)
(299, 1932, 1955)
(300, 22499, 22501)
(300, 11248, 11252)
(300, 7497, 7503)
(300, 5621, 5629)
(300, 4495, 4505)
(300, 3744, 3756)
(300, 2491, 2509)
(300, 2240, 2260)
(300, 1863, 1887)
(300, 1485, 1515)
(300, 1232, 1268)
(300, 1105, 1145)
(300, 875, 925)
(300, 720, 780)
(300, 589, 661)
(300, 455, 545)
(300, 400, 500)
(300, 315, 435)
(301, 45300, 45301)
(301, 6468, 6475)
(301, 1032, 1075)
(301, 900, 949)
(302, 22800, 22802)
(303, 45904, 45905)
(303, 15300, 15303)
(303, 5096, 5105)
(303, 404, 505)
(304, 23103, 23105)
(304, 11550, 11554)
(304, 5772, 5780)
(304, 2880, 2896)
(304, 1428, 1460)
(304, 1197, 1235)
(304, 690, 754)
(304, 570, 646)
(305, 46512, 46513)
(305, 9300, 9305)
(305, 1848, 1873)
(305, 732, 793)
(306, 23408, 23410)
(306, 7800, 7806)
(306, 2592, 2610)
(306, 1360, 1394)
(306, 840, 894)
(306, 408, 510)
(307, 47124, 47125)
(308, 23715, 23717)
(308, 11856, 11860)
(308, 5925, 5933)
(308, 3381, 3395)
(308, 2145, 2167)
(308, 1680, 1708)
(308, 1056, 1100)
(308, 819, 875)
(308, 495, 583)
(308, 435, 533)
(309, 47740, 47741)
(309, 15912, 15915)
(309, 5300, 5309)
(309, 412, 515)
